"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 00:00","2022","04","01","00:00","7.8","","3.6","","75","","","","22","","28","","24.1","","99.12","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 01:00","2022","04","01","01:00","7.0","","3.2","","77","","","","22","","23","","24.1","","99.18","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 02:00","2022","04","01","02:00","6.9","","3.3","","78","","","","23","","26","","24.1","","99.23","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 03:00","2022","04","01","03:00","6.1","","2.8","","79","","","","24","","21","","24.1","","99.21","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 04:00","2022","04","01","04:00","5.2","","2.5","","82","","","","22","","25","","24.1","","99.32","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 05:00","2022","04","01","05:00","5.4","","2.5","","82","","","","22","","20","","24.1","","99.33","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 06:00","2022","04","01","06:00","5.4","","2.5","","82","","","","23","","22","","24.1","","99.40","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 07:00","2022","04","01","07:00","5.7","","2.3","","79","","","","25","","20","","24.1","","99.33","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 08:00","2022","04","01","08:00","6.5","","2.2","","74","","","","25","","28","","24.1","","99.39","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 09:00","2022","04","01","09:00","5.6","","0.6","","70","","","","28","","20","","24.1","","99.42","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 10:00","2022","04","01","10:00","5.2","","-0.9","","65","","","","28","","23","","48.3","","99.40","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2022-04-01 11:00","2022","04","01","11:00","4.9","","-1.1","","65","","","","27","","21","","48.3","","99.39","","","","","","NA"
