"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 00:00","2021","04","01","00:00","3.9","","0.6","","79","","","","33","","12","","24.1","","101.01","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 01:00","2021","04","01","01:00","3.3","","0.8","","83","","","","27","","4","","24.1","","101.01","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 02:00","2021","04","01","02:00","3.0","","0.6","","84","","","","29","","8","","24.1","","100.97","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 03:00","2021","04","01","03:00","2.8","","0.6","","85","","","","32","","7","","24.1","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 04:00","2021","04","01","04:00","2.7","","0.4","","85","","","","34","","12","","24.1","","100.93","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 05:00","2021","04","01","05:00","0.9","","-0.2","","92","","","","1","","18","","12.9","","100.88","","","","","","Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 06:00","2021","04","01","06:00","1.0","","-0.1","","92","","","","35","","13","","16.1","","101.02","","","","","","Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 07:00","2021","04","01","07:00","0.3","","-0.9","","92","","","","35","","23","","1.6","","101.05","","","","","","Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 08:00","2021","04","01","08:00","-0.4","","-1.6","","92","","","","35","","20","","2.8","","101.08","","","","-6","","Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 09:00","2021","04","01","09:00","-1.4","","-2.9","","89","","","","35","","26","","2.0","","101.04","","","","-8","","Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 10:00","2021","04","01","10:00","-0.6","","-4.4","","76","","","","36","","23","","24.1","","101.08","","","","-6","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 11:00","2021","04","01","11:00","0.8","","-5.8","","61","","","","35","","29","","24.1","","101.01","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 12:00","2021","04","01","12:00","1.6","","-6.6","","55","","","","35","","26","","24.1","","101.01","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01 13:00","2021","04","01","13:00","2.3","","-8.4","","45","","","","32","","28","","24.1","","101.00","","","","","","Cloudy"
